Codes,Names,Population_Density, Census_Population_All Ages,house_price,Unemployment_Rate,Level_4_qualifications,Mean_Annual_Household_Income
E01003493,Newham 025B,1343.00 ,4696.00 ,1416.00 ,3512.00 ,2844.00 ,833.00 
E01003494,Newham 025C,662.00 ,4429.00 ,847.00 ,2299.00 ,2381.00 ,2124.00 
E01003495,Newham 025D,928.00 ,4531.00 ,1481.00 ,2473.00 ,2419.00 ,2743.00 
E01003594,Newham 026A,867.00 ,3047.00 ,926.00 ,4283.00 ,1715.00 ,822.00 
E01003595,Newham 026B,441.00 ,1223.00 ,757.00 ,3959.00 ,1028.00 ,395.00 
E01003602,Newham 026C,941.00 ,4304.00 ,1440.00 ,3775.00 ,2113.00 ,808.00 
E01003607,Newham 026D,1061.00 ,2363.00 ,510.00 ,3630.00 ,1322.00 ,649.00 
E01003496,Newham 027A,2207.00 ,645.00 ,942.00 ,4297.00 ,1866.00 ,948.00 
E01003498,Newham 027B,2860.00 ,3146.00 ,346.00 ,4404.00 ,1446.00 ,394.00 
E01003500,Newham 027C,4534.00 ,4411.00 ,1728.00 ,4668.00 ,1612.00 ,758.00 
E01003593,Newham 027D,730.00 ,1400.00 ,1191.00 ,4450.00 ,824.00 ,354.00 
E01003601,Newham 028A,3844.00 ,4563.00 ,1434.00 ,4429.00 ,1409.00 ,613.00 
E01003603,Newham 028B,2405.00 ,4178.00 ,586.00 ,3852.00 ,1668.00 ,1433.00 
E01003605,Newham 028C,672.00 ,4536.00 ,288.00 ,3741.00 ,1966.00 ,384.00 
E01003608,Newham 028D,446.00 ,4470.00 ,789.00 ,3958.00 ,2391.00 ,2073.00 
E01003538,Newham 029A,1957.00 ,4491.00 ,1245.00 ,4402.00 ,1668.00 ,509.00 
E01003539,Newham 029B,3021.00 ,4640.00 ,918.00 ,3551.00 ,2265.00 ,1351.00 
E01003540,Newham 029C,2488.00 ,3715.00 ,346.00 ,4381.00 ,597.00 ,475.00 
E01003541,Newham 029D,1732.00 ,3903.00 ,711.00 ,3566.00 ,1116.00 ,1247.00 
E01003499,Newham 030A,1889.00 ,4685.00 ,37.00 ,4605.00 ,1340.00 ,137.00 
E01003501,Newham 030B,1689.00 ,4406.00 ,717.00 ,4320.00 ,1008.00 ,408.00 
E01003502,Newham 030C,1541.00 ,3738.00 ,561.00 ,4371.00 ,1322.00 ,322.00 
E01003503,Newham 030D,1487.00 ,2899.00 ,173.00 ,4811.00 ,1040.00 ,256.00 
E01003507,Newham 031A,1378.00 ,4539.00 ,510.00 ,4070.00 ,1911.00 ,670.00 
E01003508,Newham 031B,1160.00 ,1916.00 ,706.00 ,4440.00 ,689.00 ,410.00 
E01003509,Newham 031C,635.00 ,4195.00 ,81.00 ,4135.00 ,1012.00 ,414.00 
E01003604,Newham 031D,2688.00 ,4728.00 ,277.00 ,4122.00 ,1966.00 ,793.00 
E01003483,Newham 032A,2992.00 ,876.00 ,2474.00 ,3868.00 ,641.00 ,839.00 
E01003484,Newham 032B,579.00 ,2089.00 ,1350.00 ,3093.00 ,1842.00 ,2553.00 
E01003516,Newham 032C,1220.00 ,3857.00 ,510.00 ,4623.00 ,696.00 ,321.00 
E01003518,Newham 032D,2070.00 ,1813.00 ,903.00 ,2683.00 ,1340.00 ,2653.00 
E01003519,Newham 032E,99.00 ,1664.00 ,765.00 ,3447.00 ,1156.00 ,877.00 
E01003480,Newham 033A,3349.00 ,4605.00 ,1607.00 ,2429.00 ,2078.00 ,1808.00 
E01003482,Newham 033B,4808.00 ,4805.00 ,2048.00 ,3193.00 ,4308.00 ,3002.00 
E01003486,Newham 033C,2647.00 ,69.00 ,651.00 ,4743.00 ,108.00 ,176.00 
E01003487,Newham 033D,1037.00 ,357.00 ,1034.00 ,4608.00 ,222.00 ,609.00 
E01003497,Newham 034A,4503.00 ,2948.00 ,981.00 ,4183.00 ,705.00 ,504.00 
E01003506,Newham 034D,674.00 ,835.00 ,77.00 ,4071.00 ,443.00 ,390.00 
E01033574,Newham 034F,1206.00 ,24.00 ,3298.00 ,496.00 ,3823.00 ,4191.00 
E01033575,Newham 034G,1620.00 ,5.00 ,2474.00 ,1208.00 ,3540.00 ,3971.00 
E01033576,Newham 034H,3951.00 ,161.00 ,765.00 ,2677.00 ,2959.00 ,2764.00 
E01033584,Newham 034I,1540.00 ,1813.00 ,834.00 ,3573.00 ,883.00 ,490.00 
E01033585,Newham 034J,3422.00 ,4760.00 ,1963.00 ,4424.00 ,3223.00 ,767.00 
E01003479,Newham 035A,3506.00 ,1005.00 ,293.00 ,3797.00 ,1266.00 ,1992.00 
E01003481,Newham 035B,4322.00 ,1614.00 ,1449.00 ,3165.00 ,1028.00 ,1046.00 
E01003485,Newham 035C,1570.00 ,1601.00 ,1324.00 ,3068.00 ,1175.00 ,2277.00 
E01003513,Newham 035D,3860.00 ,1745.00 ,1709.00 ,2873.00 ,1668.00 ,2783.00 
E01003511,Newham 036A,427.00 ,424.00 ,594.00 ,4717.00 ,112.00 ,302.00 
E01003512,Newham 036B,1128.00 ,3561.00 ,561.00 ,3483.00 ,730.00 ,604.00 
E01003514,Newham 036C,2031.00 ,1064.00 ,561.00 ,4461.00 ,465.00 ,553.00 
E01003515,Newham 036D,4545.00 ,3531.00 ,80.00 ,4401.00 ,1175.00 ,353.00 
E01003517,Newham 036E,3252.00 ,2606.00 ,711.00 ,3764.00 ,846.00 ,750.00 
E01003609,Newham 037A,4630.00 ,4811.00 ,1802.00 ,3824.00 ,4231.00 ,2598.00 
E01003611,Newham 037C,1524.00 ,3552.00 ,87.00 ,4617.00 ,1166.00 ,399.00 
E01033577,Newham 037E,4482.00 ,903.00 ,3040.00 ,1473.00 ,3304.00 ,4008.00 
E01033580,Newham 037F,319.00 ,1143.00 ,1728.00 ,688.00 ,4255.00 ,4357.00 
E01033581,Newham 037G,4717.00 ,3433.00 ,435.00 ,4270.00 ,1917.00 ,1879.00 
E01033582,Newham 037H,1760.00 ,383.00 ,1728.00 ,1187.00 ,3570.00 ,3783.00 
E01004029,Southwark 001A,707.00 ,3734.00 ,3653.00 ,820.00 ,4615.00 ,4059.00 
E01004032,Southwark 001B,1256.00 ,2790.00 ,3689.00 ,1009.00 ,4655.00 ,4472.00 
E01004053,Southwark 001C,1487.00 ,3738.00 ,3462.00 ,250.00 ,4742.00 ,4524.00 
E01004054,Southwark 001D,1017.00 ,2433.00 ,3021.00 ,1197.00 ,4651.00 ,4505.00 
E01004055,Southwark 001E,2317.00 ,152.00 ,2562.00 ,4179.00 ,230.00 ,1553.00 
E01003927,Southwark 002A,3337.00 ,4738.00 ,3568.00 ,1496.00 ,4786.00 ,3419.00 
E01003929,Southwark 002B,2875.00 ,4534.00 ,3530.00 ,1570.00 ,4795.00 ,3812.00 
E01003934,Southwark 002C,2887.00 ,529.00 ,4612.00 ,2857.00 ,3670.00 ,3732.00 
E01003935,Southwark 002D,1350.00 ,270.00 ,4588.00 ,3073.00 ,2480.00 ,3445.00 
E01003939,Southwark 002E,1598.00 ,3819.00 ,3602.00 ,1765.00 ,4643.00 ,3402.00 
E01003976,Southwark 003A,953.00 ,4207.00 ,3730.00 ,2951.00 ,4049.00 ,2430.00 
E01004027,Southwark 003E,3505.00 ,4470.00 ,3214.00 ,2634.00 ,4618.00 ,2726.00 
E01032637,Southwark 003F,14.00 ,110.00 ,4247.00 ,1.00 ,4693.00 ,4711.00 
E01032638,Southwark 003G,16.00 ,53.00 ,4475.00 ,6.00 ,4444.00 ,4766.00 
E01032640,Southwark 003H,23.00 ,112.00 ,4188.00 ,211.00 ,4609.00 ,4733.00 
E01032646,Southwark 003I,1011.00 ,1567.00 ,4158.00 ,261.00 ,4647.00 ,4334.00 
E01032803,Southwark 003J,86.00 ,237.00 ,3730.00 ,420.00 ,4547.00 ,4445.00 
E01032834,Southwark 003K,9.00 ,39.00 ,4557.00 ,58.00 ,4395.00 ,4767.00 
E01003975,Southwark 004A,288.00 ,2174.00 ,3252.00 ,3694.00 ,1678.00 ,945.00 
E01003978,Southwark 004B,1302.00 ,3760.00 ,2504.00 ,3131.00 ,4255.00 ,2754.00 
E01004022,Southwark 004C,2844.00 ,4771.00 ,2340.00 ,2938.00 ,4579.00 ,2206.00 
E01004023,Southwark 004D,829.00 ,1306.00 ,3828.00 ,3570.00 ,2147.00 ,1644.00 
E01004028,Southwark 004E,948.00 ,2394.00 ,1363.00 ,3545.00 ,2801.00 ,1722.00 
E01003938,Southwark 006A,225.00 ,3610.00 ,2256.00 ,3464.00 ,3876.00 ,1961.00 
E01003940,Southwark 006B,48.00 ,862.00 ,2048.00 ,4294.00 ,1819.00 ,1038.00 
E01003941,Southwark 006C,453.00 ,4010.00 ,4324.00 ,1341.00 ,4639.00 ,3560.00 
E01003942,Southwark 006D,939.00 ,2256.00 ,2624.00 ,3076.00 ,3029.00 ,1159.00 
E01003979,Southwark 006E,1829.00 ,3451.00 ,2965.00 ,2953.00 ,3711.00 ,2695.00 
E01003981,Southwark 006F,2222.00 ,2610.00 ,3204.00 ,1539.00 ,3838.00 ,2200.00 
E01004030,Southwark 007A,456.00 ,698.00 ,4365.00 ,2832.00 ,3362.00 ,2482.00 
E01004031,Southwark 007B,4113.00 ,4452.00 ,2720.00 ,2040.00 ,3964.00 ,2342.00 
E01004033,Southwark 007C,1446.00 ,1122.00 ,2462.00 ,3999.00 ,2365.00 ,1416.00 
E01004034,Southwark 007D,1177.00 ,1311.00 ,742.00 ,3508.00 ,1457.00 ,1204.00 
E01004036,Southwark 007E,503.00 ,4360.00 ,471.00 ,4325.00 ,2323.00 ,710.00 
E01004056,Southwark 008A,2184.00 ,4462.00 ,2859.00 ,2050.00 ,4559.00 ,3616.00 
E01004057,Southwark 008B,2973.00 ,973.00 ,2981.00 ,2199.00 ,3354.00 ,3617.00 
E01004058,Southwark 008C,1345.00 ,2814.00 ,3082.00 ,288.00 ,4785.00 ,4600.00 
E01004059,Southwark 008D,3593.00 ,885.00 ,3416.00 ,182.00 ,4709.00 ,4423.00 
E01004060,Southwark 008E,517.00 ,4021.00 ,2655.00 ,2972.00 ,3802.00 ,2126.00 
E01003936,Southwark 009A,459.00 ,3790.00 ,4129.00 ,61.00 ,4657.00 ,4604.00 
E01003937,Southwark 009B,488.00 ,1420.00 ,2048.00 ,1451.00 ,4470.00 ,3316.00 
E01003943,Southwark 009C,88.00 ,346.00 ,1907.00 ,3339.00 ,1402.00 ,897.00 
E01032720,Southwark 009F,1883.00 ,3078.00 ,1245.00 ,2593.00 ,2801.00 ,1169.00 
E01003977,Southwark 010A,1131.00 ,2574.00 ,188.00 ,3869.00 ,1632.00 ,922.00 
E01004037,Southwark 010B,1506.00 ,4195.00 ,664.00 ,3366.00 ,3122.00 ,1397.00 
E01004038,Southwark 010C,2602.00 ,4720.00 ,576.00 ,4080.00 ,3452.00 ,1968.00 
E01004042,Southwark 010D,1495.00 ,2922.00 ,1316.00 ,3945.00 ,1191.00 ,472.00 
E01004043,Southwark 010E,945.00 ,340.00 ,3321.00 ,2936.00 ,1457.00 ,2185.00 
E01003986,Southwark 011A,2066.00 ,97.00 ,292.00 ,4586.00 ,303.00 ,304.00 
E01003987,Southwark 011B,1276.00 ,3395.00 ,2027.00 ,3828.00 ,1397.00 ,684.00 
E01004024,Southwark 011C,960.00 ,3862.00 ,837.00 ,4396.00 ,2020.00 ,400.00 
E01004035,Southwark 011D,2731.00 ,2100.00 ,585.00 ,4131.00 ,1340.00 ,732.00 
E01003960,Southwark 012A,1082.00 ,3877.00 ,2806.00 ,2244.00 ,3590.00 ,1868.00 
E01003961,Southwark 012B,950.00 ,4420.00 ,755.00 ,3936.00 ,2153.00 ,458.00 
E01003994,Southwark 012E,1363.00 ,930.00 ,1245.00 ,3785.00 ,2142.00 ,993.00 
E01032722,Southwark 012F,2311.00 ,4567.00 ,1499.00 ,3417.00 ,3678.00 ,1478.00 
E01003980,Southwark 013A,2275.00 ,4041.00 ,893.00 ,3025.00 ,2844.00 ,1286.00 
E01004039,Southwark 013B,341.00 ,1557.00 ,1241.00 ,3222.00 ,2615.00 ,1849.00 
E01004040,Southwark 013C,760.00 ,3417.00 ,355.00 ,4026.00 ,1966.00 ,218.00 
E01004041,Southwark 013D,216.00 ,2465.00 ,551.00 ,3940.00 ,1081.00 ,784.00 
E01004044,Southwark 013E,151.00 ,455.00 ,2656.00 ,3844.00 ,658.00 ,1076.00 
E01003992,Southwark 014A,188.00 ,922.00 ,2018.00 ,3994.00 ,1175.00 ,890.00 
E01003995,Southwark 014B,110.00 ,395.00 ,2048.00 ,4116.00 ,2419.00 ,1619.00 
E01003998,Southwark 014D,453.00 ,237.00 ,3150.00 ,2843.00 ,3176.00 ,3110.00 
E01003999,Southwark 014E,377.00 ,622.00 ,1369.00 ,3641.00 ,2508.00 ,1857.00 
E01032639,Southwark 014F,393.00 ,2323.00 ,2936.00 ,2291.00 ,3829.00 ,2379.00 
E01032719,Southwark 014G,17.00 ,78.00 ,3356.00 ,3916.00 ,1657.00 ,1531.00 
E01003964,Southwark 015A,4160.00 ,4108.00 ,4045.00 ,3579.00 ,2792.00 ,1742.00 
E01003966,Southwark 015B,599.00 ,4160.00 ,742.00 ,3670.00 ,2277.00 ,866.00 
E01003968,Southwark 015C,45.00 ,614.00 ,81.00 ,4703.00 ,538.00 ,281.00 
E01003971,Southwark 015D,107.00 ,3580.00 ,#VALUE!,4826.00 ,721.00 ,211.00 
E01003974,Southwark 015E,59.00 ,131.00 ,37.00 ,4021.00 ,243.00 ,443.00 
E01003963,Southwark 016A,77.00 ,2363.00 ,765.00 ,4474.00 ,1156.00 ,359.00 
E01003967,Southwark 016B,67.00 ,2589.00 ,895.00 ,4757.00 ,1266.00 ,257.00 
E01003970,Southwark 016C,2365.00 ,876.00 ,2351.00 ,4315.00 ,742.00 ,611.00 
E01003972,Southwark 016D,177.00 ,2417.00 ,1148.00 ,3341.00 ,2335.00 ,1439.00 
E01003973,Southwark 016E,386.00 ,2384.00 ,637.00 ,3889.00 ,1693.00 ,950.00 
E01003923,Southwark 017A,928.00 ,3103.00 ,2706.00 ,3441.00 ,3629.00 ,2470.00 
E01003969,Southwark 017B,3345.00 ,3852.00 ,1846.00 ,2440.00 ,3392.00 ,1967.00 
E01003991,Southwark 017C,236.00 ,76.00 ,2048.00 ,3569.00 ,558.00 ,396.00 
E01003993,Southwark 017D,346.00 ,2933.00 ,54.00 ,4265.00 ,1276.00 ,779.00 
E01003997,Southwark 017E,211.00 ,85.00 ,3317.00 ,3520.00 ,1966.00 ,2155.00 
E01003983,Southwark 018A,897.00 ,4380.00 ,45.00 ,4722.00 ,1166.00 ,296.00 
E01003988,Southwark 018B,3987.00 ,4618.00 ,848.00 ,4322.00 ,2644.00 ,651.00 
E01003989,Southwark 018C,2997.00 ,4222.00 ,54.00 ,4628.00 ,1849.00 ,600.00 
E01003990,Southwark 018D,1401.00 ,4566.00 ,1369.00 ,4456.00 ,2536.00 ,826.00 
E01004007,Southwark 018E,250.00 ,127.00 ,1034.00 ,4160.00 ,285.00 ,554.00 
E01003912,Southwark 019A,288.00 ,1813.00 ,35.00 ,4587.00 ,824.00 ,329.00 
E01004011,Southwark 019B,825.00 ,4536.00 ,225.00 ,4480.00 ,2323.00 ,690.00 
E01004012,Southwark 019C,1353.00 ,4779.00 ,834.00 ,3979.00 ,3802.00 ,1605.00 
E01004013,Southwark 019D,641.00 ,2433.00 ,250.00 ,4286.00 ,1488.00 ,795.00 
E01004014,Southwark 019E,427.00 ,3451.00 ,485.00 ,4564.00 ,1693.00 ,657.00 
E01003911,Southwark 020A,798.00 ,4304.00 ,2409.00 ,3856.00 ,3205.00 ,1561.00 
E01003916,Southwark 020B,1550.00 ,4614.00 ,2746.00 ,3684.00 ,3983.00 ,2074.00 
E01003917,Southwark 020C,790.00 ,3379.00 ,3790.00 ,3194.00 ,3223.00 ,1954.00 
E01003918,Southwark 020D,358.00 ,1886.00 ,173.00 ,4412.00 ,1303.00 ,694.00 
E01003925,Southwark 020E,384.00 ,258.00 ,2746.00 ,4324.00 ,689.00 ,962.00 
E01003919,Southwark 021A,1522.00 ,3386.00 ,3459.00 ,2598.00 ,3552.00 ,2450.00 
E01003920,Southwark 021B,362.00 ,3834.00 ,210.00 ,4235.00 ,2286.00 ,632.00 
E01003921,Southwark 021C,942.00 ,714.00 ,735.00 ,4406.00 ,1728.00 ,1082.00 
E01003922,Southwark 021D,1307.00 ,4079.00 ,1245.00 ,3705.00 ,2895.00 ,1305.00 
E01003924,Southwark 021E,245.00 ,4113.00 ,1575.00 ,4187.00 ,2009.00 ,398.00 
E01003926,Southwark 021F,692.00 ,532.00 ,895.00 ,3768.00 ,1340.00 ,1139.00 
E01004008,Southwark 022B,567.00 ,4574.00 ,323.00 ,4700.00 ,2545.00 ,873.00 
E01004010,Southwark 022D,1120.00 ,1173.00 ,510.00 ,4105.00 ,1657.00 ,1177.00 
E01004067,Southwark 022E,2852.00 ,4597.00 ,1946.00 ,4263.00 ,2990.00 ,1257.00 
E01032805,Southwark 022F,1966.00 ,4788.00 ,1148.00 ,4312.00 ,3025.00 ,733.00 
E01003984,Southwark 023A,1790.00 ,4328.00 ,1662.00 ,3899.00 ,3343.00 ,1326.00 
E01004003,Southwark 023B,1076.00 ,2832.00 ,995.00 ,4655.00 ,1587.00 ,875.00 
E01004004,Southwark 023C,2302.00 ,4777.00 ,2489.00 ,3418.00 ,4359.00 ,1635.00 
E01004005,Southwark 023D,1609.00 ,4644.00 ,675.00 ,4627.00 ,2748.00 ,621.00 
E01004006,Southwark 023E,1566.00 ,4244.00 ,2427.00 ,4504.00 ,3268.00 ,1824.00 
E01003913,Southwark 024A,2887.00 ,3799.00 ,3909.00 ,1827.00 ,4291.00 ,3712.00 
E01003914,Southwark 024B,1454.00 ,3772.00 ,4122.00 ,3297.00 ,4063.00 ,3224.00 
E01003915,Southwark 024C,509.00 ,4156.00 ,1795.00 ,4078.00 ,3384.00 ,1759.00 
E01004050,Southwark 024D,2142.00 ,806.00 ,2262.00 ,1363.00 ,4175.00 ,4104.00 
E01004052,Southwark 024E,1937.00 ,3321.00 ,2802.00 ,1006.00 ,4490.00 ,4057.00 
E01004061,Southwark 025A,2518.00 ,3205.00 ,4127.00 ,1997.00 ,4251.00 ,3838.00 
E01004062,Southwark 025B,1816.00 ,4304.00 ,2006.00 ,3066.00 ,3452.00 ,1809.00 
E01004063,Southwark 025C,1994.00 ,4219.00 ,4052.00 ,2060.00 ,4400.00 ,3238.00 
E01004065,Southwark 025D,802.00 ,1166.00 ,4053.00 ,2201.00 ,3795.00 ,3973.00 
E01004066,Southwark 025E,1395.00 ,4591.00 ,2992.00 ,3145.00 ,3947.00 ,2087.00 
E01004000,Southwark 026A,1751.00 ,3946.00 ,2048.00 ,3111.00 ,2917.00 ,1630.00 
E01004001,Southwark 026B,2293.00 ,3122.00 ,3090.00 ,3773.00 ,1409.00 ,1041.00 
E01004019,Southwark 026C,1263.00 ,4710.00 ,3316.00 ,2754.00 ,4170.00 ,2499.00 
E01004064,Southwark 026D,1769.00 ,4267.00 ,1668.00 ,3621.00 ,2523.00 ,1432.00 
E01004068,Southwark 026E,2184.00 ,4427.00 ,1032.00 ,4098.00 ,2570.00 ,1332.00 
E01004045,Southwark 027A,99.00 ,1116.00 ,659.00 ,4642.00 ,1106.00 ,999.00 
E01004047,Southwark 027B,579.00 ,1813.00 ,605.00 ,4190.00 ,1331.00 ,933.00 
E01004048,Southwark 027C,4051.00 ,1737.00 ,3376.00 ,1585.00 ,3491.00 ,3575.00 
E01004049,Southwark 027D,700.00 ,2574.00 ,3151.00 ,2908.00 ,2216.00 ,1923.00 
E01004051,Southwark 027E,1555.00 ,390.00 ,1664.00 ,270.00 ,4036.00 ,4184.00 
E01003953,Southwark 028A,2403.00 ,4486.00 ,3993.00 ,1750.00 ,4760.00 ,4028.00 
E01003955,Southwark 028B,1321.00 ,3625.00 ,3633.00 ,1762.00 ,4418.00 ,3834.00 
E01004015,Southwark 028C,4399.00 ,1461.00 ,3198.00 ,842.00 ,3790.00 ,3962.00 
E01004021,Southwark 028D,1576.00 ,4530.00 ,3151.00 ,1387.00 ,4781.00 ,3897.00 
E01004046,Southwark 028E,1490.00 ,2212.00 ,3133.00 ,1530.00 ,4245.00 ,3990.00 
E01004002,Southwark 029A,3744.00 ,1954.00 ,3765.00 ,3155.00 ,3268.00 ,3481.00 
E01004016,Southwark 029B,4396.00 ,4725.00 ,3214.00 ,2992.00 ,4233.00 ,3095.00 
E01004017,Southwark 029C,3853.00 ,1373.00 ,2872.00 ,1497.00 ,3441.00 ,4019.00 
E01004020,Southwark 029D,2300.00 ,3065.00 ,765.00 ,4476.00 ,2307.00 ,1568.00 
E01003952,Southwark 030A,1178.00 ,2291.00 ,4402.00 ,1598.00 ,4187.00 ,4242.00 
E01003954,Southwark 030B,578.00 ,1849.00 ,4128.00 ,1317.00 ,4026.00 ,4081.00 
E01003956,Southwark 030C,853.00 ,2705.00 ,3889.00 ,1323.00 ,4326.00 ,4285.00 
E01004071,Southwark 030D,1059.00 ,1652.00 ,3483.00 ,2418.00 ,3601.00 ,3718.00 
E01004072,Southwark 030E,3322.00 ,3122.00 ,4540.00 ,161.00 ,4372.00 ,4679.00 
E01004069,Southwark 031A,4621.00 ,585.00 ,4728.00 ,78.00 ,3829.00 ,4786.00 
E01004070,Southwark 031B,3636.00 ,4304.00 ,3909.00 ,1168.00 ,4592.00 ,4429.00 
E01004073,Southwark 031C,2355.00 ,4118.00 ,4538.00 ,940.00 ,4692.00 ,4663.00 
E01004074,Southwark 031D,3844.00 ,3955.00 ,4593.00 ,309.00 ,4562.00 ,4706.00 
E01004075,Southwark 031E,4418.00 ,3809.00 ,4756.00 ,103.00 ,4646.00 ,4795.00 
E01003949,Southwark 032A,2771.00 ,3899.00 ,2048.00 ,988.00 ,4376.00 ,4020.00 
E01003950,Southwark 032B,2989.00 ,4041.00 ,1481.00 ,4359.00 ,2926.00 ,1572.00 
E01003957,Southwark 032C,1859.00 ,3477.00 ,2798.00 ,1193.00 ,4111.00 ,4147.00 
E01003958,Southwark 032D,1698.00 ,2912.00 ,3901.00 ,1412.00 ,3696.00 ,3924.00 
E01004018,Southwark 032E,3206.00 ,4035.00 ,2806.00 ,857.00 ,4473.00 ,4233.00 
E01003945,Southwark 033A,4594.00 ,2498.00 ,3063.00 ,594.00 ,4284.00 ,4338.00 
E01003946,Southwark 033B,4202.00 ,3333.00 ,3525.00 ,2456.00 ,3898.00 ,4102.00 
E01003947,Southwark 033C,1328.00 ,1107.00 ,1695.00 ,4631.00 ,1129.00 ,892.00 
E01003948,Southwark 033D,3183.00 ,1541.00 ,1904.00 ,1573.00 ,3778.00 ,3786.00 
E01003951,Southwark 033E,4671.00 ,1143.00 ,4425.00 ,1322.00 ,3514.00 ,4542.00 
E01003930,Southwark 034A,707.00 ,943.00 ,2585.00 ,4027.00 ,2419.00 ,2271.00 
E01003932,Southwark 034B,991.00 ,1601.00 ,2048.00 ,4551.00 ,2748.00 ,1296.00 
E01003933,Southwark 034C,2686.00 ,3211.00 ,2929.00 ,2641.00 ,3505.00 ,3052.00 
E01032583,Southwark 034D,1580.00 ,1737.00 ,3730.00 ,2267.00 ,3148.00 ,2464.00 
E01032584,Southwark 034E,358.00 ,142.00 ,3423.00 ,2799.00 ,2725.00 ,2417.00 
E01004222,Tower Hamlets 001A,1295.00 ,4770.00 ,885.00 ,4565.00 ,2674.00 ,1436.00 
E01004223,Tower Hamlets 001B,4422.00 ,4481.00 ,1203.00 ,3870.00 ,2720.00 ,2491.00 
E01004224,Tower Hamlets 001C,4145.00 ,4335.00 ,2035.00 ,4118.00 ,3279.00 ,2307.00 
E01004226,Tower Hamlets 001D,442.00 ,3122.00 ,1086.00 ,4023.00 ,1943.00 ,2018.00 
E01004197,Tower Hamlets 002A,1881.00 ,4716.00 ,2474.00 ,3806.00 ,4308.00 ,2908.00 
E01004198,Tower Hamlets 002B,472.00 ,1198.00 ,2474.00 ,4571.00 ,1744.00 ,1643.00 
E01004199,Tower Hamlets 002C,144.00 ,2256.00 ,1234.00 ,4582.00 ,779.00 ,1215.00 
E01004201,Tower Hamlets 002D,1140.00 ,1443.00 ,2840.00 ,3828.00 ,2823.00 ,2898.00 
E01004228,Tower Hamlets 003A,1082.00 ,3848.00 ,3730.00 ,2757.00 ,4063.00 ,4254.00 
E01004230,Tower Hamlets 003B,1681.00 ,4513.00 ,2661.00 ,3758.00 ,3718.00 ,2624.00 
E01004232,Tower Hamlets 003C,2264.00 ,2512.00 ,4362.00 ,1965.00 ,4341.00 ,4563.00 
E01004233,Tower Hamlets 003D,310.00 ,3648.00 ,1782.00 ,4343.00 ,1857.00 ,1807.00 
E01004234,Tower Hamlets 003E,4403.00 ,4642.00 ,4388.00 ,1234.00 ,4688.00 ,4389.00 
E01004225,Tower Hamlets 004A,1055.00 ,4609.00 ,2746.00 ,468.00 ,4830.00 ,4443.00 
E01004229,Tower Hamlets 004C,633.00 ,867.00 ,1931.00 ,3716.00 ,2460.00 ,2505.00 
E01004231,Tower Hamlets 004D,719.00 ,3506.00 ,1651.00 ,4199.00 ,1930.00 ,1798.00 
E01032764,Tower Hamlets 004E,3662.00 ,174.00 ,1559.00 ,2086.00 ,3392.00 ,3479.00 
E01032765,Tower Hamlets 004F,271.00 ,892.00 ,2048.00 ,2919.00 ,2545.00 ,2602.00 
E01032784,Tower Hamlets 004G,116.00 ,1097.00 ,1728.00 ,1394.00 ,3725.00 ,3099.00 
E01004200,Tower Hamlets 005A,62.00 ,1541.00 ,3090.00 ,1528.00 ,3876.00 ,3267.00 
E01004202,Tower Hamlets 005B,798.00 ,2856.00 ,1853.00 ,2558.00 ,3936.00 ,3173.00 
E01004203,Tower Hamlets 005C,652.00 ,3409.00 ,2504.00 ,2269.00 ,3552.00 ,2689.00 
E01004204,Tower Hamlets 005D,325.00 ,1682.00 ,1607.00 ,4584.00 ,1536.00 ,1756.00 
E01004311,Tower Hamlets 006A,328.00 ,1116.00 ,2427.00 ,4198.00 ,2401.00 ,1753.00 
E01004314,Tower Hamlets 006B,312.00 ,26.00 ,4482.00 ,1012.00 ,3036.00 ,4589.00 
E01004315,Tower Hamlets 006C,481.00 ,2154.00 ,3641.00 ,3144.00 ,3324.00 ,2814.00 
E01004318,Tower Hamlets 006D,73.00 ,706.00 ,1178.00 ,4514.00 ,1990.00 ,2198.00 
E01004259,Tower Hamlets 007A,1199.00 ,3010.00 ,1908.00 ,2376.00 ,4010.00 ,3149.00 
E01004260,Tower Hamlets 007B,527.00 ,3490.00 ,1607.00 ,4132.00 ,2485.00 ,1997.00 
E01004263,Tower Hamlets 007C,284.00 ,516.00 ,1241.00 ,4215.00 ,434.00 ,1459.00 
E01004266,Tower Hamlets 007D,292.00 ,1343.00 ,4160.00 ,3783.00 ,2748.00 ,2881.00 
E01004235,Tower Hamlets 008A,13.00 ,360.00 ,678.00 ,4634.00 ,533.00 ,1287.00 
E01004236,Tower Hamlets 008B,598.00 ,2659.00 ,361.00 ,4769.00 ,597.00 ,940.00 
E01004237,Tower Hamlets 008C,120.00 ,52.00 ,510.00 ,4130.00 ,1206.00 ,2148.00 
E01004238,Tower Hamlets 008D,3851.00 ,4816.00 ,2048.00 ,4226.00 ,3992.00 ,2056.00 
E01004239,Tower Hamlets 008E,685.00 ,2372.00 ,574.00 ,4693.00 ,465.00 ,1750.00 
E01004312,Tower Hamlets 009A,141.00 ,2005.00 ,1245.00 ,4384.00 ,1682.00 ,1288.00 
E01004313,Tower Hamlets 009B,292.00 ,4411.00 ,3070.00 ,3186.00 ,3514.00 ,2227.00 
E01004316,Tower Hamlets 009C,9.00 ,45.00 ,3462.00 ,4089.00 ,1749.00 ,2422.00 
